,V0226,V0227,V02270,V02271,V02272,V02273,V02274,V2027
89671,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89672,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
89677,2.0,,2.0,0.0,3.0,3.0,3.0,3.0
89678,2.0,,1.0,2.0,1.0,3.0,3.0,3.0
89682,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
89683,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
89684,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
89688,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
89690,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
89692,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
89695,2.0,,1.0,1.0,3.0,5.0,3.0,1.0
89697,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89699,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
89700,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
89709,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89710,2.0,,1.0,2.0,1.0,5.0,3.0,1.0
89711,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
89714,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89715,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
89716,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89720,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
89722,2.0,,1.0,1.0,1.0,5.0,3.0,3.0
89725,2.0,,2.0,0.0,3.0,5.0,3.0,1.0
89728,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
89729,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89736,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
89741,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
89742,2.0,,0.0,3.0,1.0,3.0,1.0,1.0
89744,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
89748,2.0,,0.0,2.0,3.0,3.0,3.0,3.0
89749,2.0,,1.0,2.0,1.0,3.0,5.0,1.0
89750,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
89755,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
89758,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
89759,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
89760,2.0,,0.0,3.0,1.0,3.0,1.0,1.0
89761,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
89763,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
89764,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
89765,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
89768,2.0,,2.0,0.0,1.0,1.0,1.0,3.0
89769,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
89771,2.0,,3.0,1.0,1.0,1.0,3.0,3.0
89773,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89774,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89778,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89780,2.0,,2.0,0.0,3.0,5.0,3.0,1.0
89781,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
89786,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
89788,2.0,,3.0,0.0,3.0,3.0,3.0,1.0
89790,2.0,,2.0,0.0,1.0,1.0,1.0,3.0
89791,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
89792,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89794,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
89798,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
89803,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
89805,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
89807,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89808,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
89809,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
89810,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89811,2.0,,2.0,0.0,1.0,1.0,1.0,3.0
89812,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
89813,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
89814,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89815,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
89816,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89817,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
89818,2.0,,0.0,1.0,3.0,5.0,3.0,3.0
89819,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
89821,2.0,,1.0,1.0,3.0,5.0,3.0,1.0
89823,2.0,,1.0,1.0,1.0,5.0,3.0,1.0
89825,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
89827,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
89833,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89834,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89836,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
89837,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
89842,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
89843,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89845,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
89846,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89847,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
89849,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
89851,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
89852,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
89853,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
89854,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
89855,2.0,,1.0,3.0,1.0,1.0,3.0,3.0
89856,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
89860,2.0,,1.0,2.0,3.0,1.0,3.0,1.0
89866,2.0,,1.0,1.0,3.0,5.0,3.0,1.0
89874,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89875,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
89876,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
89879,2.0,,2.0,0.0,1.0,3.0,1.0,3.0
89882,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89883,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
89885,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
89886,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
89889,2.0,,1.0,3.0,1.0,5.0,3.0,1.0
89890,2.0,,0.0,3.0,3.0,5.0,3.0,1.0
89891,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89893,2.0,,0.0,1.0,3.0,5.0,3.0,1.0
89894,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89895,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89896,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89902,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89909,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
89910,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
89912,2.0,,0.0,3.0,1.0,1.0,3.0,1.0
89915,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
89916,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
89919,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89924,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
89927,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
89928,2.0,,2.0,1.0,1.0,1.0,3.0,3.0
89929,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
89931,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
89933,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
89935,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89936,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
89937,2.0,,0.0,3.0,1.0,3.0,3.0,1.0
89938,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
89939,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
89940,2.0,,2.0,1.0,1.0,5.0,3.0,1.0
89945,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
89946,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89947,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89948,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89950,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
89952,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89953,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89955,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
89956,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89957,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89959,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
89960,2.0,,1.0,0.0,1.0,5.0,3.0,1.0
89961,2.0,,0.0,1.0,3.0,5.0,3.0,3.0
89963,2.0,,0.0,1.0,3.0,5.0,3.0,3.0
89964,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89965,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89966,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89968,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89970,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
89971,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
89972,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89976,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89977,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
89978,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89979,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
89982,2.0,,2.0,0.0,1.0,5.0,3.0,1.0
89986,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89987,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
89988,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
89989,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
89991,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
89993,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
89995,2.0,,1.0,2.0,1.0,3.0,3.0,1.0
89998,2.0,,2.0,0.0,1.0,5.0,3.0,3.0
89999,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90003,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90004,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90006,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90015,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
90018,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
90022,2.0,,2.0,1.0,1.0,1.0,1.0,1.0
90029,2.0,,2.0,1.0,3.0,3.0,3.0,3.0
90031,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
90032,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
90033,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90034,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
90038,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
90041,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
90042,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90043,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90044,2.0,,2.0,1.0,1.0,3.0,3.0,1.0
90046,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90052,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
90053,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90055,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
90056,2.0,,0.0,1.0,3.0,5.0,3.0,1.0
90057,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
90058,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
90059,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
90060,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
90061,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
90062,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
90067,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90069,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90071,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90081,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90085,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90093,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
90096,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
90097,2.0,,0.0,1.0,3.0,5.0,3.0,3.0
90099,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90103,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
90109,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
90111,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
90113,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
90115,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
90122,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90125,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90127,2.0,,2.0,1.0,1.0,1.0,1.0,1.0
90128,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
90129,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90130,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90132,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90133,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90134,2.0,,4.0,1.0,1.0,1.0,3.0,1.0
90135,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
90136,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90137,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90139,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
90141,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
90144,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90145,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
90147,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90148,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
90149,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
90150,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
90151,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
90154,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90155,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90156,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
90161,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
90162,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90170,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90172,2.0,,5.0,0.0,1.0,1.0,1.0,1.0
90173,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
90176,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90178,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
90179,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
90181,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
90184,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90185,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
90197,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
90198,2.0,,2.0,1.0,3.0,1.0,1.0,3.0
90208,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
90212,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
90213,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
90218,2.0,,2.0,0.0,1.0,1.0,5.0,1.0
90219,2.0,,2.0,2.0,1.0,1.0,5.0,1.0
90220,2.0,,2.0,0.0,1.0,5.0,3.0,1.0
90224,2.0,,2.0,0.0,1.0,1.0,5.0,1.0
90225,2.0,,2.0,0.0,1.0,1.0,5.0,1.0
90226,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
90229,2.0,,2.0,0.0,1.0,1.0,5.0,1.0
90230,2.0,,2.0,0.0,1.0,5.0,5.0,1.0
90232,2.0,,3.0,0.0,1.0,1.0,5.0,1.0
90233,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90262,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
90266,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90271,2.0,,2.0,1.0,3.0,5.0,3.0,1.0
90272,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90274,2.0,,1.0,2.0,1.0,5.0,3.0,1.0
90276,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90277,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
90278,2.0,,0.0,1.0,3.0,5.0,3.0,1.0
90279,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
90280,2.0,,2.0,2.0,1.0,1.0,3.0,1.0
90281,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90286,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90287,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
90289,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
90294,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90296,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
90297,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
90299,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
90301,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
90302,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
90306,2.0,,3.0,0.0,3.0,1.0,3.0,3.0
90307,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90309,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90310,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90311,2.0,,0.0,2.0,1.0,1.0,3.0,3.0
90312,2.0,,3.0,1.0,1.0,1.0,1.0,1.0
90314,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90315,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90317,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90320,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
90321,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
90325,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90327,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
90328,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
90330,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
90331,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90332,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90333,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90335,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90336,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90337,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90338,2.0,,2.0,2.0,1.0,1.0,3.0,1.0
90340,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
90341,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90342,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90343,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90344,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90345,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90346,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90347,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90349,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90350,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90351,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90352,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
90353,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
90354,2.0,,1.0,1.0,1.0,3.0,1.0,1.0
90355,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90356,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90357,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90358,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90359,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90360,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90361,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90362,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90363,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
90367,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
90378,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
90379,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90380,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90382,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90386,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
90388,2.0,,3.0,0.0,1.0,3.0,1.0,1.0
90389,2.0,,5.0,1.0,1.0,1.0,3.0,1.0
90391,2.0,,4.0,0.0,1.0,3.0,1.0,1.0
90392,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
90393,2.0,,5.0,0.0,1.0,1.0,1.0,1.0
90394,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90395,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
90396,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
90399,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
90400,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
90407,2.0,,1.0,1.0,1.0,3.0,3.0,3.0
90411,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
90415,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
90416,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
90417,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90418,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
90419,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90420,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90421,2.0,,5.0,0.0,1.0,5.0,5.0,1.0
90426,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
90427,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
90428,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90429,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90430,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90431,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90432,2.0,,2.0,0.0,3.0,1.0,1.0,3.0
90433,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90434,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
90435,2.0,,4.0,1.0,1.0,1.0,3.0,1.0
90437,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
90438,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
90439,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90440,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90441,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90443,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90445,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90447,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90448,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
90451,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90453,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90454,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90457,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90458,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90460,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90461,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
90465,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90468,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90477,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
90478,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
90481,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90482,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90484,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
90485,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90487,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90488,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90491,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
90492,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90493,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90494,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90497,2.0,,0.0,2.0,3.0,1.0,3.0,3.0
90498,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90499,2.0,,0.0,1.0,3.0,5.0,5.0,1.0
90500,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
90501,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90502,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
90504,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90508,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
90509,2.0,,0.0,1.0,1.0,5.0,3.0,1.0
90511,2.0,,2.0,1.0,3.0,1.0,3.0,3.0
90514,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90516,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90517,2.0,,2.0,0.0,1.0,5.0,3.0,1.0
90519,2.0,,6.0,0.0,1.0,1.0,3.0,1.0
90520,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90522,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90523,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90524,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
90525,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90527,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90528,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
90530,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90538,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
90541,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
90546,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90549,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90552,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
90553,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90555,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
90556,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
90557,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
90558,2.0,,4.0,1.0,1.0,3.0,3.0,3.0
90561,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90563,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
90564,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90566,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90567,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
90570,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
90574,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
90576,2.0,,0.0,2.0,3.0,1.0,1.0,3.0
90577,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
90579,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
90581,2.0,,5.0,0.0,1.0,1.0,5.0,1.0
90583,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
90584,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
90585,2.0,,1.0,0.0,1.0,5.0,5.0,1.0
90587,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
90589,2.0,,2.0,2.0,1.0,1.0,5.0,1.0
90590,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
90595,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
90596,2.0,,4.0,0.0,1.0,1.0,3.0,3.0
90597,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
90598,2.0,,7.0,0.0,1.0,3.0,3.0,1.0
90599,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
